2016.03.13,9156元/平
2016.03.13,8818元/平
2016.03.12,10105元/平
2016.03.12,8845元/平
2016.03.11,9474元/平
2016.03.10,8525元/平
2016.03.04,8727元/平
2016.03.04,9192元/平
2016.03.02,8636元/平
2016.03.01,9744元/平
2016.02.29,9668元/平
2016.02.29,8120元/平
2016.02.29,7701元/平
2016.02.27,8801元/平
2016.02.25,8362元/平
2016.02.25,8670元/平
2016.02.24,9541元/平
2016.02.22,7949元/平
2016.02.20,8240元/平
2016.02.18,8931元/平
2016.02.16,9863元/平
2016.01.31,7907元/平
2016.01.25,8391元/平
2016.01.17,8394元/平
2016.01.16,9724元/平
2016.01.15,8834元/平
2016.01.10,8733元/平
2016.01.04,7985元/平
2015.12.28,7485元/平
2015.12.16,10718元/平
2015.12.14,8285元/平
2015.12.03,8568元/平
2015.11.24,8140元/平
2015.11.07,7597元/平
2015.11.03,8237元/平
2015.11.03,8085元/平
2015.10.18,8388元/平
2015.10.14,8553元/平
2015.10.08,8913元/平
2015.10.05,9749元/平
2015.10.02,9193元/平
2015.09.28,8589元/平
2015.09.25,8169元/平
2015.09.25,8000元/平
2015.09.21,8256元/平
2015.09.04,8018元/平
2015.09.03,9507元/平
